cod_ibge;empresas
3104908;570
3105004;139
3105103;641
3105202;35
3105301;127
3105400;689
3105509;91
3105608;3023
3105707;78
3105905;514
3106002;152
3106101;74
3106200;126076
3106309;325
3106408;186
3106507;137
3106606;31
3106655;55
3106705;8463
3106804;27
3106903;524
3107000;57
3107109;1151
3107208;87
3107307;1254
3107406;1662
3107505;167
3107604;118
3107703;140
3107802;181
3107901;186
3108008;445
3108107;164
3108206;127
3108255;53
3108305;582
3108404;377
3108503;90
3108552;298
3108602;532
3108701;67
3108800;52
3108909;264
3109006;1030
3109105;237
3109204;144
3109253;39
3109303;504
3109402;407
3109451;68
3109501;265
3109600;86
3109709;227
3109808;45
3109907;204
3110004;715
3110103;82
3110202;69
3110301;321
3110400;31
3110509;967
3110608;1052
3110707;230
3110806;46
3110905;447
3111002;475
3111101;410
3111150;22
3111200;1759
3111309;254
3111408;177
3111507;357
3111606;608
3111705;73
3111804;148
3111903;96
3112000;389
3112059;56
3112109;87
3112208;55
3112307;1054
3112406;131
3112505;220
3112604;357
3112653;70
3112703;128
3112802;451
3112901;106
3113008;119
3113107;27
3113206;495
3113305;896
3113404;2931
3113503;184
3113602;170
3113701;275
3113800;38
3113909;177
3114006;212
3114105;232
3114204;639
3114303;850
3114402;677
3114501;497
3114550;226
3114600;116
3114709;74
3114808;81
3114907;35
3115003;49
3115102;466
3115201;48
3115300;1826
3115359;121
3115409;45
3115458;79
3115474;46
3115508;664
3115607;14
3115706;159
3115805;124
3115904;78
3116001;82
3116100;85
3116159;172
3116209;44
3116308;73
3116407;96
3116506;78
3116605;956
3116704;182
3116803;128
3116902;54
3117009;60
3117108;186
3117207;62
3117306;546
3117405;45
3117504;458
3117603;112
3117702;229
3117801;325
3117836;39
3117876;214
3117900;280
3118007;1281
3118106;55
3118205;174
3118304;3389
3118403;319
3118502;24
3118601;18068
3118700;186
3118809;334
3118908;127
3119005;54
3119104;508
3119203;191
3119302;993
3119401;2668
3119500;111
3119609;48
3119708;89
3119807;81
3119906;63
3119955;234
3120003;56
3120102;91
3120151;33
3120201;289
3120300;69
3120409;89
3120508;211
3120607;108
3120706;86
3120805;364
3120839;70
3120870;86
3120904;2116
3121001;75
3121100;131
3121209;169
3121258;172
3121308;106
3121407;127
3121506;63
3121605;1205
3121704;28
3121803;138
3121902;140
3122009;363
3122108;69
3122207;95
3122306;9137
3122355;87
3122405;96
3122454;79
3122470;62
3122504;133
3122603;64
3122702;142
3122801;35
3122900;137
3123007;358
3123106;70
3123205;399
3123304;98
3123403;22
3123502;33
3123528;109
3123601;716
3123700;273
3123809;111
3123858;62
3123908;455
3124005;437
3124104;1018
3124203;663
3124302;674
3124401;95
3124500;269
3124609;39
3124708;67
3124807;129
3124906;229
3125002;70
3125101;1416
3125200;50
3125309;53
3125408;58
3125507;48
3125606;93
3125705;294
3125804;47
3125903;125
3125952;150
3126000;203
3126109;2776
3126208;60
3126307;61
3126406;72
3126505;64
3126604;96
3126703;580
3126752;61
3126802;28
3126901;144
3126950;24
3127008;391
3127057;40
3127073;55
3127107;1902
3127206;90
3127305;123
3127339;38
3127354;35
3127370;37
3127388;118
3127404;172
3127503;62
3127602;225
3127701;7581
3127800;217
3127909;26
3128006;947
3128105;343
3128204;119
3128253;84
3128303;474
3128402;261
3128501;80
3128600;207
3128709;1968
3128808;192
3128907;156
3129004;185
3129103;85
3129202;108
3129301;204
3129400;83
3129509;464
3129608;61
3129657;68
3129707;231
3129806;1867
3129905;65
3130002;68
3130051;88
3130101;1111
3130200;362
3130309;200
3130408;243
3130507;218
3130556;67
3130606;213
3130655;60
3130705;87
3130804;41
3130903;488
3131000;130
3131109;97
3131158;186
3131208;464
3131307;7750
3131406;69
3131505;271
3131604;240
3131703;2983
3131802;194
3131901;1767
3132008;59
3132107;201
3132206;540
3132305;96
3132404;3381
3132503;845
3132602;86
3132701;251
3132800;42
3132909;240
3133006;374
3133105;456
3133204;220
3133303;381
3133402;336
3133501;493
3133600;333
3133709;280
3133758;485
3133808;3828
3133907;86
3134004;133
3134103;95
3134202;2444
3134301;92
3134400;1334
3134509;77
3134608;409
3134707;116
3134806;195
3134905;976
3135001;63
3135050;469
3135076;37
3135100;1755
3135209;958
3135308;128
3135357;79
3135407;136
3135456;387
3135506;164
3135605;86
3135704;150
3135803;246
3135902;66
3136009;111
3136108;50
3136207;2480
3136306;1503
3136405;48
3136504;60
3136520;54
3136553;65
3136579;59
3136603;126
3136652;526
3136702;20522
3136801;59
3136900;383
3136959;47
3137007;55
3137106;151
3137205;1763
3137304;51
3137403;255
3137502;394
3137536;145
3137601;2239
3137700;337
3137809;542
3137908;80
3138005;189
3138104;105
3138203;3627
3138302;55
3138351;99
3138401;1300
3138500;104
3138609;438
3138625;176
3138658;112
3138674;65
3138682;45
3138708;103
3138807;636
3138906;104
3139003;1270
3139102;111
3139201;255
3139250;87
3139300;264
3139409;2631
3139508;551
3139607;745
3139706;190
3139805;435
3139904;271
3140001;1720
3140100;49
3140159;192
3140209;79
3140308;72
3140407;53
3140506;509
3140530;117
3140555;89
3140605;34
3140704;684
3140803;532
3140852;59
3140902;260
3141009;305
3141108;838
3141207;81
3141306;72
3141405;264
3141504;112
3141603;159
3141702;65
3141801;407
3141900;73
3142007;210
3142106;238
3142205;339
3142254;45
3142304;103
3142403;193
3142502;26
3142601;209
3142700;226
3142809;400
3142908;386
3143005;328
3143104;1637
3143153;29
3143203;698
3143302;12236
3143401;1184
3143450;92
3143500;259
3143609;26
3143708;47
3143807;100
3143906;3780
3144003;417
3144102;675
3144201;23
3144300;801
3144359;90
3144375;68
3144409;100
3144508;170
3144607;499
3144656;85
3144672;26
3144706;389
3144805;5875
3144904;56
3145000;494
3145059;105
3145109;365
3145208;2736
3145307;254
3145356;94
3145372;62
3145406;34
3145455;137
3145505;48
3145604;1198
3145703;44
3145802;36
3145851;72
3145877;90
3145901;1345
3146008;1101
3146107;1863
3146206;50
3146255;73
3146305;241
3146404;80
3146503;276
3146552;89
3146602;34
3146701;152
3146750;48
3146909;503
3147006;2405
3147105;3085
3147204;681
3147303;433
3147402;651
3147501;16
3147600;388
3147709;164
3147808;39
3147907;3747
3147956;32
3148004;6885
3148103;3215
3148202;107
3148301;107
3148400;71
3148509;70
3148608;173
3148707;293
3148756;65
3148806;65
3148905;121
3149002;29
3149101;258
3149150;116
3149200;92
3149309;1685
3149408;30
3149507;104
3149606;75
3149705;369
3149804;348
3149903;675
3149952;53
3150000;37
3150109;41
3150158;169
3150208;54
3150307;87
3150406;114
3150505;225
3150539;96
3150570;88
3150604;119
3150703;133
3150802;232
3150901;87
3151008;221
3151107;257
3151206;1444
3151305;350
3151404;817
3151503;1196
3151602;196
3151701;407
3151800;6568
3151909;89
3152006;870
3152105;1873
3152131;40
3152170;70
3152204;753
3152303;173
3152402;136
3152501;5933
3152600;179
3152709;196
3152808;856
3152907;264
3153004;60
3153103;87
3153202;54
3153301;44
3153400;350
3153509;133
3153608;214
3153707;51
3153806;45
3153905;154
3154002;511
3154101;144
3154150;110
3154200;340
3154309;336
3154408;80
3154457;64
3154507;92
3154606;2868
3154705;92
3154804;368
3154903;407
3155009;40
3155108;36
3155207;88
3155306;141
3155405;264
3155504;386
3155603;457
3155702;283
3155801;658
3155900;100
3156007;165
3156106;88
3156205;36
3156304;310
3156403;63
3156452;82
3156502;61
3156601;77
3156700;1629
3156809;245
3156908;917
3157005;1192
3157104;54
3157203;623
3157252;125
3157278;50
3157302;68
3157336;193
3157377;53
3157401;51
3157500;50
3157609;58
3157658;53
3157708;328
3157807;2798
3157906;336
3158003;286
3158102;44
3158201;229
3158300;189
3158409;59
3158508;93
3158607;48
3158706;29
3158805;69
3158904;121
3158953;745
3159001;191
3159100;57
3159209;172
3159308;106
3159357;119
3159407;46
3159506;62
3159605;1644
3159704;34
3159803;564
3159902;327
3160009;75
3160108;64
3160207;16
3160306;113
3160405;929
3160454;66
3160504;29
3160603;53
3160702;891
3160801;50
3160900;101
3160959;76
3161007;352
3161056;64
3161106;714
3161205;107
3161304;80
3161403;90
3161502;246
3161601;32
3161650;44
3161700;132
3161809;258
3161908;225
3162005;653
3162104;1242
3162203;180
3162252;67
3162302;47
3162401;163
3162450;50
3162500;2564
3162559;219
3162575;175
3162609;135
3162658;42
3162708;387
3162807;308
3162906;858
3162922;524
3162948;161
3162955;505
3163003;41
3163102;59
3163201;75
3163300;57
3163409;102
3163508;76
3163607;26
3163706;1798
3163805;107
3163904;97
3164001;135
3164100;54
3164209;132
3164308;201
3164407;154
3164431;56
3164472;68
3164506;98
3164605;170
3164704;2478
3164803;22
3164902;54
3165008;278
3165107;124
3165206;210
3165305;202
3165404;169
3165503;83
3165537;724
3165552;72
3165560;38
3165578;88
3165602;36
3165701;189
3165800;32
3165909;52
3166006;117
3166105;20
3166204;134
3166303;150
3166402;54
3166501;24
3166600;15
3166709;82
3166808;327
3166907;133
3166956;50
3167004;41
3167103;285
3167202;6881
3167301;52
3167400;132
3167509;71
3167608;261
3167707;67
3167806;105
3167905;83
3168002;904
3168051;30
3168101;77
3168200;18
3168309;66
3168408;305
3168507;279
3168606;3521
3168705;2200
3168804;465
3168903;168
3169000;533
3169059;66
3169109;156
3169208;196
3169307;1825
3169356;870
3169406;1482
3169505;69
3169604;758
3169703;473
3169802;100
3169901;3900
3170008;79
3170057;255
3170107;11710
3170206;30534
3170305;22
3170404;2878
3170438;57
3170479;38
3170503;161
3170529;75
3170578;127
3170602;48
3170651;90
3170701;5571
3170750;162
3170800;664
3170909;293
3171006;601
3171030;60
3171071;90
3171105;48
3171154;83
3171204;1694
3171303;2924
3171402;73
3171501;27
3171600;203
3171709;178
3171808;169
3171907;57
3172004;1299
3172103;94
3172202;41
3200102;592
3200136;242
3200169;283
3200201;747
3200300;980
3200359;152
3200409;701
3200508;146
3200607;2375
3200706;348
3200805;725
3200904;1115
3201001;290
3201100;241
3201159;257
3201209;6389
3201308;7044
3201407;1280
3201506;4687
3201605;387
3201704;328
3201803;98
3201902;1043
3202009;175
3202108;443
3202207;553
3202256;204
3202306;909
3202405;4310
3202454;557
3202504;395
3202553;158
3202603;552
3202652;288
3202702;234
3202801;596
3202900;217
3203007;721
3203056;419
3203106;237
3203130;461
3203163;178
3203205;4813
3203304;272
3203320;838
3203346;524
3203353;358
3203403;511
3203502;367
3203601;70
3203700;314
3203809;249
3203908;1261
3204005;411
3204054;369
3204104;478
3204203;508
3204252;134
3204302;205
3204351;451
3204401;233
3204500;147
3204559;1141
3204609;717
3204658;189
3204708;1036
3204807;212
3204906;2406
3204955;286
3205002;12166
3205010;319
3205036;552
3205069;902
3205101;1283
3205150;162
3205176;338
3205200;16642
3205309;22094
3300100;3442
3300159;254
3300209;2600
3300225;379
3300233;1899
3300258;783
3300308;1712
3300407;4129
3300456;3287
3300506;727
3300605;892
3300704;6326
3300803;883
3300902;216
3300936;145
3300951;293
3301009;9743
3301108;482
3301157;212
3301207;372
3301306;920
3301405;327
3301504;584
3301603;229
3301702;12880
3301801;178
3301850;905
3301876;351
3301900;3085
3302007;1859
3302056;238
3302106;634
3302205;2946
3302254;853
3302270;681
3302304;87
3302403;5733
3302452;179
3302502;3225
3302601;689
3302700;2890
3302809;275
3302858;1457
3302908;744
3303005;573
3303104;263
3303203;2042
3303302;21229
3303401;7289
3303500;9807
3303609;604
3303708;904
3303807;1328
3303856;416
3303906;10304
3303955;441
3304003;467
3304102;322
3304110;399
3304128;297
3304144;1256
3304151;321
3304201;3531
3304300;2327
3304409;263
3304508;162
3304524;3404
3304557;218620
3304607;192
3304706;1325
3304755;653
3304805;627
3304904;11707
3305000;611
3305109;4751
3305133;100
3305158;441
3305208;1794
3305307;102
3305406;487
3305505;3231
3305554;747
3305604;286
3305703;215
3305752;344
3305802;5695
3305901;168
3306008;2449
3306107;1260
3306156;131
3306206;776
3306305;7129
3500105;1751
3500204;110
3500303;916
3500402;252
3500501;850
3500550;220
3500600;183
3500709;909
3500758;184
3500808;129
3500907;94
3501004;560
3501103;121
3501152;240
3501202;101
3501301;681
3501400;36
3501509;47
3501608;12755
3501707;743
3501806;148
3501905;2870
3502002;155
3502101;2068
3502200;784
3502309;107
3502408;105
3502507;1617
3502606;105
3502705;688
3502754;675
3502804;8513
3502903;1209
3503000;151
3503109;127
3503158;74
3503208;9677
3503307;5180
3503356;38
3503406;193
3503505;63
3503604;192
3503703;175
3503802;1641
3503901;2419
3503950;132
3504008;4293
3504107;7176
3504206;749
3504305;81
3504404;329
3504503;3100
3504602;853
3504701;19
3504800;570
3504909;448
3505005;86
3505104;120
3505203;1251
3505302;1406
3505351;275
3505401;92
3505500;4278
3505609;669
3505708;18709
3505807;627
3505906;2092
3506003;13917
3506102;3078
3506201;60
3506300;577
3506359;2414
3506409;328
3506508;4557
3506607;468
3506706;409
3506805;533
3506904;206
3507001;2516
3507100;642
3507159;63
3507209;62
3507308;137
3507407;691
3507456;51
3507506;4768
3507605;7286
3507704;111
3507753;152
3507803;958
3507902;1088
3508009;577
3508108;793
3508207;118
3508306;136
3508405;1229
3508504;2114
3508603;641
3508702;2527
3508801;608
3508900;73
3509007;2373
3509106;492
3509205;2436
3509254;510
3509304;371
3509403;1064
3509452;165
3509502;53898
3509601;1408
3509700;2212
3509809;218
3509908;221
3509957;109
3510005;1045
3510104;93
3510153;82
3510203;2105
3510302;646
3510401;1679
3510500;3938
3510609;5590
3510708;311
3510807;970
3510906;309
3511003;309
3511102;5297
3511201;177
3511300;530
3511409;464
3511508;2093
3511607;775
3511706;498
3511904;178
3512001;405
3512100;106
3512209;689
3512308;553
3512407;881
3512506;142
3512605;162
3512704;140
3512803;1540
3512902;229
3513009;9663
3513108;1562
3513207;288
3513306;93
3513405;1809
3513504;1972
3513603;992
3513702;1400
3513801;8942
3513850;25
3513900;2304
3514007;153
3514106;1269
3514205;42
3514304;324
3514403;2049
3514502;457
3514601;331
3514700;158
3514809;184
3514908;482
3514924;83
3514957;85
3515004;3796
3515103;1147
3515129;121
3515152;517
3515186;1473
3515194;232
3515202;286
3515301;51
3515350;175
3515400;601
3515509;3338
3515608;230
3515657;54
3515707;2323
3515806;99
3515905;122
3516002;290
3516101;47
3516200;15355
3516309;1530
3516408;2021
3516507;270
3516606;178
3516705;1534
3516804;80
3516853;125
3516903;696
3517000;126
3517109;133
3517208;212
3517307;97
3517406;1613
3517505;754
3517604;1048
3517703;492
3517802;540
3517901;190
3518008;70
3518107;188
3518206;1026
3518305;1180
3518404;3774
3518503;630
3518602;1167
3518701;7059
3518800;32203
3518859;183
3518909;120
3519006;242
3519055;904
3519071;5197
3519105;371
3519204;219
3519253;76
3519303;975
3519402;466
3519501;181
3519600;3322
3519709;1611
3519808;155
3519907;195
3520004;535
3520103;904
3520202;241
3520301;464
3520400;1434
3520426;260
3520442;878
3520509;12149
3520608;118
3520707;119
3520806;124
3520905;379
3521002;585
3521101;191
3521150;117
3521200;64
3521309;403
3521408;829
3521507;290
3521606;202
3521705;730
3521804;546
3521903;1209
3522000;110
3522109;1947
3522158;63
3522208;2581
3522307;4955
3522406;3542
3522505;2722
3522604;2911
3522653;153
3522703;2958
3522802;575
3522901;353
3523008;82
3523107;4951
3523206;1199
3523305;223
3523404;4583
3523503;636
3523602;376
3523701;208
3523800;212
3523909;6697
3524006;2381
3524105;1316
3524204;98
3524303;3045
3524402;5785
3524501;233
3524600;344
3524709;2383
3524808;2367
3524907;183
3525003;2233
3525102;1243
3525201;938
3525300;5476
3525409;130
3525508;541
3525607;87
3525706;1545
3525805;104
3525854;115
3525904;21050
3526001;1059
3526100;236
3526209;605
3526308;445
3526407;1323
3526506;173
3526605;99
3526704;3238
3526803;2493
3526902;12980
3527009;257
3527108;2626
3527207;2162
3527256;168
3527306;1439
3527405;846
3527504;54
3527603;323
3527702;97
3527801;107
3527900;93
3528007;376
3528106;358
3528205;246
3528304;77
3528403;1093
3528502;2512
3528601;641
3528700;68
3528809;825
3528858;192
3528908;127
3529005;9151
3529104;49
3529203;525
3529302;2826
3529401;7373
3529500;182
3529609;258
3529658;30
3529708;541
3529807;429
3529906;400
3530003;117
3530102;778
3530201;477
3530300;2425
3530409;75
3530508;2490
3530607;14053
3530706;4549
3530805;3825
3530904;86
3531001;67
3531100;1239
3531209;366
3531308;2050
3531407;833
3531506;795
3531605;115
3531704;111
3531803;1505
3531902;1146
3532009;524
3532058;69
3532108;130
3532157;48
3532207;92
3532306;373
3532405;488
3532504;259
3532603;827
3532702;98
3532801;186
3532827;150
3532843;38
3532868;136
3532900;295
3533007;522
3533106;34
3533205;91
3533254;75
3533304;218
3533403;2125
3533502;1688
3533601;232
3533700;172
3533809;291
3533908;2389
3534005;116
3534104;167
3534203;326
3534302;1724
3534401;19693
3534500;76
3534609;1192
3534708;3645
3534757;291
3534807;80
3534906;329
3535002;583
3535101;210
3535200;307
3535309;795
3535408;502
3535507;1911
3535606;446
3535705;225
3535804;580
3535903;103
3536000;395
3536109;161
3536208;390
3536257;47
3536307;337
3536406;224
3536505;4383
3536570;50
3536604;470
3536703;1383
3536802;204
3536901;372
3537008;765
3537107;1716
3537156;68
3537206;106
3537305;2614
3537404;759
3537503;431
3537602;1865
3537701;161
3537800;1688
3537909;894
3538006;3652
3538105;423
3538204;479
3538303;64
3538501;177
3538600;955
3538709;16383
3538808;1063
3538907;556
3539004;558
3539103;406
3539202;805
3539301;2828
3539400;502
3539509;833
3539608;128
3539707;51
3539806;3094
3539905;198
3540002;830
3540101;209
3540200;927
3540259;62
3540309;51
3540408;75
3540507;182
3540606;1613
3540705;2119
3540754;220
3540804;1127
3540853;49
3540903;657
3541000;8795
3541059;221
3541109;59
3541208;607
3541307;2130
3541406;10558
3541505;1130
3541604;1000
3541653;112
3541703;384
3541802;44
3541901;159
3542008;169
3542107;279
3542206;1081
3542305;128
3542404;637
3542503;131
3542602;1862
3542701;232
3542800;88
3542909;375
3543006;518
3543105;117
3543204;141
3543238;35
3543253;318
3543303;2908
3543402;40399
3543501;104
3543600;139
3543709;237
3543808;257
3543907;7765
3544004;937
3544103;430
3544202;247
3544251;841
3544301;337
3544400;59
3544509;65
3544608;80
3544707;46
3544806;178
3544905;416
3545001;328
3545100;63
3545159;423
3545209;4138
3545308;852
3545407;188
3545506;97
3545605;434
3545704;127
3545803;5557
3546009;345
3546108;72
3546207;178
3546256;129
3546306;853
3546405;3450
3546504;130
3546603;1503
3546702;661
3546801;1155
3546900;108
3547007;129
3547106;61
3547205;51
3547304;9283
3547403;60
3547502;1109
3547601;743
3547650;70
3547700;645
3547809;29692
3547908;216
3548005;904
3548054;312
3548104;564
3548203;262
3548302;87
3548401;80
3548500;24186
3548609;296
3548708;31227
3548807;12707
3548906;11452
3549003;57
3549102;4099
3549201;63
3549250;66
3549300;184
3549409;1632
3549508;164
3549607;110
3549706;2666
3549805;26043
3549904;24573
3549953;396
3550001;994
3550100;1260
3550209;775
3550308;638246
3550407;1236
3550506;566
3550605;3049
3550704;2917
3550803;530
3550902;566
3551009;5352
3551108;354
3551207;70
3551306;517
3551405;179
3551504;1132
3551603;1272
3551702;5070
3551801;194
3551900;310
3552007;70
3552106;1515
3552205;28554
3552304;149
3552403;6491
3552502;6892
3552551;77
3552601;390
3552700;742
3552809;5685
3552908;167
3553005;358
3553104;123
3553203;182
3553302;782
3553401;1523
3553500;155
3553609;230
3553658;43
3553708;2133
3553807;1122
3553856;297
3553906;187
3553955;469
3554003;3561
3554102;9588
3554201;114
3554300;553
3554409;265
3554508;1721
3554607;65
3554656;37
3554706;443
3554755;62
3554805;891
3554904;301
3554953;340
3555000;2616
3555109;637
3555208;232
3555307;54
3555356;88
3555406;3554
3555505;99
3555604;502
3555703;90
3555802;287
3555901;135
3556008;1342
3556107;591
3556206;6858
3556305;475
3556354;244
3556404;1384
3556453;1711
3556503;2275
3556602;247
3556701;4347
3556800;720
3556909;233
3556958;60
3557006;2859
3557105;3628
3557154;111
3557204;238
3557303;247
4100103;254
4100202;123
4100301;186
4100400;2088
4100459;68
4100509;518
4100608;485
4100707;160
4100806;300
4100905;73
4101002;737
4101051;75
4101101;567
4101150;128
4101200;305
4101309;112
4101408;5846
4101507;5776
4101606;784
4101655;59
4101705;390
4101804;4155
4101853;37
4101903;421
4102000;1180
4102109;1007
4102208;141
4102307;412
4102406;1196
4102505;257
4102604;506
4102703;45
4102752;132
4102802;422
4102901;448
4103008;147
4103024;83
4103040;95
4103057;199
4103107;272
4103156;99
4103206;162
4103222;123
4103305;246
4103354;106
4103370;59
4103404;40
4103453;686
4103479;81
4103503;294
4103602;898
4103701;3613
4103800;286
4103909;516
4103958;69
4104006;1478
4104055;83
4104105;208
4104204;4476
4104253;574
4104303;4304
4104402;277
4104428;443
4104451;250
4104501;770
4104600;714
4104659;792
4104709;473
4104808;18406
4104907;2113
4105003;223
4105102;281
4105201;274
4105300;405
4105409;874
4105508;3580
4105607;391
4105706;495
4105805;6511
4105904;1067
4106001;133
4106100;75
4106209;394
4106308;712
4106407;1992
4106456;141
4106506;862
4106555;62
4106571;107
4106605;550
4106704;113
4106803;334
4106852;60
4106902;127118
4107009;346
4107108;131
4107124;43
4107157;78
4107207;2355
4107256;279
4107306;141
4107405;179
4107504;432
4107520;37
4107538;217
4107546;88
4107553;39
4107603;545
4107652;2872
4107702;73
4107736;102
4107751;247
4107801;148
4107850;147
4107900;235
4108007;266
4108106;91
4108205;194
4108304;11426
4108320;169
4108403;5660
4108452;77
4108502;380
4108551;48
4108601;1010
4108650;58
4108700;138
4108809;924
4108908;126
4108957;209
4109005;142
4109104;53
4109203;131
4109302;530
4109401;6281
4109500;65
4109609;1557
4109658;77
4109708;1252
4109757;154
4109807;1650
4109906;242
4110003;233
4110052;49
4110078;213
4110102;862
4110201;267
4110300;53
4110409;110
4110508;247
4110607;544
4110656;43
4110706;2042
4110805;186
4110904;108
4110953;340
4111001;144
4111100;161
4111209;520
4111258;861
4111308;71
4111407;275
4111506;1377
4111555;158
4111605;45
4111704;165
4111803;1127
4111902;416
4112009;1084
4112108;1213
4112207;130
4112306;112
4112405;286
4112504;357
4112603;30
4112702;279
4112751;234
4112801;389
4112900;74
4112959;219
4113007;178
4113106;135
4113205;1146
4113254;84
4113304;1110
4113403;71
4113429;102
4113452;105
4113502;972
4113601;165
4113700;31811
4113734;138
4113759;135
4113809;140
4113908;430
4114005;395
4114104;1058
4114203;1509
4114302;856
4114351;47
4114401;420
4114500;327
4114609;2588
4114708;97
4114807;1775
4114906;190
4115002;139
4115101;183
4115200;30588
4115309;221
4115358;242
4115408;799
4115457;60
4115507;160
4115606;572
4115705;1687
4115739;55
4115754;287
4115804;2360
4115853;161
4115903;19
4116000;24
4116059;535
4116109;224
4116208;397
4116307;108
4116406;63
4116505;25
4116604;64
4116703;466
4116802;107
4116901;1019
4116950;193
4117008;172
4117057;173
4117107;515
4117206;171
4117214;103
4117222;356
4117255;453
4117271;133
4117297;77
4117305;416
4117404;98
4117453;131
4117503;937
4117602;1146
4117701;1167
4117800;373
4117909;1614
4118006;329
4118105;257
4118204;3882
4118303;54
4118402;3914
4118451;272
4118501;5211
4118600;166
4118709;209
4118808;457
4118857;189
4118907;420
4119004;376
4119103;340
4119152;6046
4119202;152
4119251;58
4119301;529
4119400;495
4119509;1565
4119608;1025
4119657;84
4119707;168
4119806;470
4119905;14152
4119954;1064
4120002;321
4120101;123
4120150;34
4120200;161
4120309;106
4120333;120
4120358;273
4120408;135
4120507;262
4120606;1373
4120655;104
4120705;277
4120804;782
4120853;241
4120903;1141
4121000;195
4121109;116
4121208;323
4121257;58
4121307;93
4121356;54
4121406;1083
4121505;405
4121604;264
4121703;855
4121752;99
4121802;363
4121901;329
4122008;340
4122107;61
4122156;270
4122172;77
4122206;788
4122305;1098
4122404;2791
4122503;287
4122602;321
4122651;127
4122701;547
4122800;103
4122909;75
4123006;543
4123105;81
4123204;87
4123303;285
4123402;453
4123501;914
4123600;29
4123709;201
4123808;366
4123824;90
4123857;171
4123907;322
4123956;68
4124004;77
4124020;489
4124053;699
4124103;1853
4124202;40
4124301;65
4124400;650
4124509;180
4124608;241
4124707;214
4124806;554
4124905;117
4125001;260
4125100;206
4125209;430
4125308;159
4125357;176
4125407;120
4125456;112
4125506;11876
4125555;53
4125605;1204
4125704;1046
4125753;131
4125803;315
4125902;78
4126009;174
4126108;116
4126207;93
4126256;2757
4126272;184
4126306;402
4126355;159
4126405;187
4126504;794
4126603;807
4126652;85
4126678;257
4126702;172
4126801;504
4126900;140
4127007;234
4127106;2154
4127205;517
4127304;327
4127403;734
4127502;560
4127601;417
4127700;7569
4127809;183
4127858;275
4127882;179
4127908;152
4127957;212
4127965;344
4128005;831
4128104;5668
4128203;2092
4128302;73
4128401;278
4128500;718
4128534;204
4128559;233
4128609;363
4128625;86
4128633;55
4128658;96
4128708;293
4128807;141
4200051;125
4200101;573
4200200;539
4200309;293
4200408;250
4200507;127
4200556;156
4200606;230
4200705;318
4200754;67
4200804;303
4200903;162
4201000;198
4201109;116
4201208;492
4201257;394
4201273;169
4201307;2123
4201406;3061
4201505;417
4201604;206
4201653;105
4201703;453
4201802;137
4201901;196
4201950;308
4202008;12906
4202057;314
4202073;316
4202081;58
4202099;36
4202107;1397
4202131;97
4202156;75
4202206;460
4202305;3055
4202404;23970
4202438;72
4202453;1772
4202503;110
4202537;120
4202578;68
4202602;303
4202701;216
4202800;1686
4202859;149
4202875;47
4202909;8046
4203006;2622
4203105;252
4203154;72
4203204;3032
4203253;58
4203303;468
4203402;142
4203501;322
4203600;1365
4203709;478
4203808;2001
4203907;953
4203956;591
4204004;552
4204103;130
4204152;87
4204178;41
4204194;67
4204202;13601
4204251;732
4204301;4154
4204350;306
4204400;412
4204459;39
4204509;554
4204558;390
4204608;10892
4204707;621
4204756;73
4204806;1269
4204905;427
4205001;559
4205100;177
4205159;162
4205175;59
4205191;59
4205209;205
4205308;412
4205357;40
4205407;34637
4205431;115
4205456;947
4205506;1237
4205555;40
4205605;82
4205704;1383
4205803;832
4205902;4038
4206009;611
4206108;278
4206207;497
4206306;1059
4206405;389
4206504;1693
4206603;250
4206652;266
4206702;624
4206751;81
4206801;139
4206900;887
4207007;2465
4207106;621
4207205;258
4207304;2114
4207403;210
4207502;3293
4207577;115
4207601;166
4207650;442
4207684;138
4207700;262
4207759;141
4207809;413
4207858;53
4207908;230
4208005;354
4208104;567
4208203;13974
4208302;5477
4208401;739
4208450;1070
4208500;1161
4208609;164
4208708;320
4208807;828
4208906;9426
4208955;68
4209003;2219
4209102;28573
4209151;175
4209177;53
4209201;111
4209300;6187
4209409;1470
4209458;51
4209508;416
4209607;506
4209706;254
4209805;80
4209854;175
4209904;562
4210001;579
4210035;332
4210050;64
4210100;1939
4210209;105
4210308;174
4210407;242
4210506;1329
4210555;41
4210605;779
4210704;52
4210803;335
4210852;77
4210902;219
4211009;426
4211058;205
4211108;221
4211207;837
4211256;77
4211306;2525
4211405;229
4211454;130
4211504;742
4211603;667
4211652;73
4211702;1226
4211751;587
4211801;338
4211850;41
4211876;50
4211892;43
4211900;8244
4212007;241
4212056;88
4212106;668
4212205;587
4212239;84
4212254;332
4212270;167
4212304;306
4212403;152
4212502;1202
4212601;183
4212650;164
4212700;192
4212809;1197
4212908;1283
4213005;160
4213104;433
4213153;135
4213203;1769
4213302;98
4213351;96
4213401;443
4213500;1197
4213609;1102
4213708;695
4213807;295
4213906;67
4214003;911
4214102;56
4214151;79
4214201;438
4214300;177
4214409;174
4214508;250
4214607;251
4214706;523
4214805;4521
4214904;295
4215000;1844
4215059;77
4215075;197
4215109;598
4215208;115
4215307;407
4215356;72
4215406;169
4215455;510
4215505;554
4215554;107
4215604;114
4215653;270
4215679;189
4215687;58
4215695;43
4215703;1158
4215752;72
4215802;3706
4215901;109
4216008;460
4216057;159
