#DATA_BASE;UF;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_432_DEPOSITOS_A_PRAZO;CODMUN_IBGE
202306;GO;BCO DO BRASIL S.A.;1;1;517041535;39258152;5221386;449074639;0;11586908;28799948;20371068;5207402
202306;GO;ITA� UNIBANCO S.A.;1;1;13642121;13340337;378982;0;0;0;11038863;13629872;5207402
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;159666168;26813390;776926;0;0;139873337;35635158;3915255;5208806
202306;GO;ITA� UNIBANCO S.A.;1;1;38170681;36255944;2331363;0;0;0;24103531;37978330;5208806
202306;GO;BCO DO BRASIL S.A.;1;1;408021545;60011006;10443050;278849223;243632;19802721;65670862;66675117;5204508
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;1005840229;160184236;1327017;22894853;0;861227943;169789761;38148853;5204508
202306;GO;ITA� UNIBANCO S.A.;1;1;60840360;60215855;962321;0;0;0;41507550;65802529;5204508
202306;GO;BCO BRADESCO S.A.;1;1;28216476;7489878;0;20725554;0;0;47437862;60233478;5204508
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;103944840;63834877;9400987;43427601;0;0;3398936;39755761;5204508
202306;GO;BCO DO BRASIL S.A.;1;1;90721348;22493979;287836;64719114;0;439318;17018611;1541118;5205307
202306;GO;BCO DO BRASIL S.A.;1;1;194026106;17867450;1531007;169410674;0;1930376;8521401;4629144;5204805
202306;GO;ITA� UNIBANCO S.A.;1;1;8189054;7681532;615367;0;0;0;16246647;9606544;5214408
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;393808826;15051385;43810;325011750;0;58796604;21237573;2089249;5200134
202306;GO;ITA� UNIBANCO S.A.;1;1;22878936;21916128;1102056;0;0;0;20884291;73940084;5200134
202306;GO;BCO BRADESCO S.A.;1;1;9608512;1663460;0;7945052;0;0;17807295;54009240;5200134
202306;GO;BCO DO BRASIL S.A.;1;1;385094646;40534176;4696602;312026724;1;20184196;13289624;12475821;5220504
202306;GO;BCO BRADESCO S.A.;1;1;5949369;735177;0;5214191;0;0;11305520;10834019;5220504
202306;GO;BCO DO BRASIL S.A.;1;1;87927937;19696382;1356605;45379629;1;14456357;44549264;24099225;5203302
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;145352434;21254574;31776;524091;0;129758784;18602713;980894;5203302
202306;GO;ITA� UNIBANCO S.A.;1;1;37622325;32058561;1164965;4748726;0;0;25837172;37141007;5203302
202306;GO;BCO DO BRASIL S.A.;1;1;427016783;24410462;10301929;384035031;0;2692697;19531447;13562841;5222005
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;75347472;27180268;8984;10096877;0;39308644;19607711;2748087;5222005
202306;GO;BCO BRADESCO S.A.;1;1;15335604;5184856;0;10150730;0;0;12181376;19393153;5222005
202306;GO;ITA� UNIBANCO S.A.;1;1;21265571;20645982;612694;0;0;0;16984681;17274514;5200605
202306;GO;BCO DO BRASIL S.A.;1;1;151421629;18353470;18479109;100553683;0;8105579;28049742;13143840;5200308
202306;GO;BRB - BCO DE BRASILIA S.A.;1;0;;;;;;;;;
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;85561428;22299548;131754;13642970;0;52321158;20994642;1078697;5200308
202306;GO;BCO BRADESCO S.A.;1;1;3679522;1667698;0;2001221;0;0;21372449;20009276;5200308
202306;GO;ITA� UNIBANCO S.A.;1;1;12875348;12689115;305399;0;0;0;38476189;15472916;5211404
202306;GO;BCO DO BRASIL S.A.;1;1;440664206;40280157;14668936;376043815;0;3710090;38468404;14339466;5218904
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;56074191;28623160;27892;2565842;0;26530753;37041268;4164498;5218904
202306;GO;ITA� UNIBANCO S.A.;1;1;14558839;14522667;91439;0;0;0;14228334;43916903;5218904
202306;GO;BCO BRADESCO S.A.;1;1;27092214;4243270;0;22848794;0;0;20149596;13557475;5218904
202306;GO;BCO DO BRASIL S.A.;1;1;206243095;14853124;2270208;177077993;0;5855405;43265098;42619607;5203906
202306;GO;BCO DO BRASIL S.A.;1;1;1460872931;137206709;92461408;1145116064;1556140;47225062;115629593;105232953;5205109
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;771760240;157034005;84208;126712189;0;500262329;313654178;92220677;5205109
202306;GO;ITA� UNIBANCO S.A.;2;2;111953519;112086648;1004156;0;0;0;109989150;174351222;5205109
202306;GO;BCO BRADESCO S.A.;1;1;43625772;7918754;0;35706997;0;0;38116068;101798576;5205109
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;174593024;91680383;11748229;96753378;0;0;18403490;68295494;5205109
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;119381434;24669649;80455;37997581;0;59644503;67234877;790913;5218607
202306;GO;BCO DO BRASIL S.A.;1;1;1469702606;141793583;65751778;1210670781;834;17484842;41551590;51649271;5213103
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;419967010;87218487;563782;97785404;0;243258877;90881302;20785643;5213103
202306;GO;ITA� UNIBANCO S.A.;1;1;54414361;37848809;997660;15869768;0;0;17588424;25549194;5213103
202306;GO;BCO BRADESCO S.A.;1;1;56323633;10270717;0;46047916;0;0;34261250;64295864;5213103
202306;GO;BCO DO BRASIL S.A.;1;1;100496635;26898881;2792369;47382002;0;15560037;26679384;11107269;5217609
202306;GO;BRB - BCO DE BRASILIA S.A.;1;0;;;;;;;;;
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;229862064;42356884;20268;8157892;0;194816223;56467948;4222190;5217609
202306;GO;ITA� UNIBANCO S.A.;1;1;47591224;44008495;3913253;0;0;0;30825133;17598839;5217609
202306;GO;BCO BRADESCO S.A.;1;1;1515350;1277865;0;237258;0;0;2896930;5805584;5217609
202306;GO;BCO DO BRASIL S.A.;1;1;446455923;33288287;10726335;391744400;0;4166326;27811733;16857040;5212105
202306;GO;ITA� UNIBANCO S.A.;1;1;6844384;6601444;310424;0;0;0;9145118;10969432;5212105
202306;GO;BCO DO BRASIL S.A.;1;1;426268606;27616010;3265806;362162773;0;26826162;12344339;4337906;5214002
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;66674356;20772457;22303;6622931;0;41606279;26988432;1410027;5214002
202306;GO;ITA� UNIBANCO S.A.;1;1;8191388;8095990;127696;0;0;0;4518604;4561404;5214002
202306;GO;BCO BRADESCO S.A.;1;1;24921081;2150875;0;22766763;0;0;12836628;11802085;5214002
202306;GO;BCO DO BRASIL S.A.;1;1;79774850;26363811;5093337;30007130;0;3967248;48920177;34491018;5221403
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;913438188;114257751;1014259;4949400;0;839199142;166128070;25592650;5221403
202306;GO;ITA� UNIBANCO S.A.;1;1;91648468;88235200;4230634;0;0;0;43132246;50187427;5221403
202306;GO;BCO BRADESCO S.A.;1;1;6341450;3985247;0;2352799;0;0;26057101;24880129;5221403
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;57319516;61530211;4120425;2949373;0;0;5375016;27328708;5221403
202306;GO;BCO DO BRASIL S.A.;1;1;480814811;49195376;28561017;378706641;20;14954015;32994253;14507325;5211206
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;133139736;45552332;443722;22867270;0;67162733;105701538;3389520;5211206
202306;GO;ITA� UNIBANCO S.A.;1;1;18629633;18373503;404920;0;0;0;21439875;11171692;5211206
202306;GO;BCO BRADESCO S.A.;1;1;23081391;2660395;0;20420996;0;0;16905702;11790470;5211206
202306;GO;BCO BRADESCO S.A.;1;1;1983844;1184926;0;798918;0;0;12355383;19131734;5219407
202306;GO;BCO DO BRASIL S.A.;1;1;454869226;72436198;34082327;328473287;0;7295389;46430128;22621875;5220108
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;285986458;68651479;659800;94063868;0;127607906;132053832;13687603;5220108
202306;GO;ITA� UNIBANCO S.A.;1;1;39554836;38428146;1259553;0;0;0;26189895;27477090;5220108
202306;GO;BCO BRADESCO S.A.;1;1;16021500;3698225;0;12320651;0;0;29233952;25971515;5220108
202306;GO;BCO DO BRASIL S.A.;2;2;2623265873;240320088;112294200;2171617912;1559689;42772448;111077555;155160465;5211909
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;1066436117;117842098;1003046;462182609;0;501035460;224653202;62839751;5211909
202306;GO;ITA� UNIBANCO S.A.;1;1;82497938;79981500;2979563;0;0;0;80437560;119613646;5211909
202306;GO;BCO BRADESCO S.A.;2;2;126824442;12599569;0;114217364;0;0;56632257;195261514;5211909
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;221631455;70856214;10770820;156356122;0;0;15430448;94213167;5211909
202306;GO;BCO DO BRASIL S.A.;1;1;254054498;19776944;3005119;222022072;0;5029718;13967751;17664223;5215603
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;76039098;26808986;0;9680155;0;43180812;20440676;3895794;5215603
202306;GO;BCO BRADESCO S.A.;1;1;2623827;1197537;0;1421299;0;0;14946983;20906299;5215603
202306;GO;BCO DO BRASIL S.A.;1;1;308371378;48573217;18824477;229950880;0;5075772;33192460;24856240;5213087
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;87804082;35068330;1441026;12691272;0;41383125;42233954;1716423;5213087
202306;GO;ITA� UNIBANCO S.A.;1;1;24827025;24309723;453249;0;0;0;17652947;16389649;5213087
202306;GO;BCO BRADESCO S.A.;1;1;15094923;2051175;0;13043599;0;0;30711140;36475714;5213087
202306;GO;BCO DO BRASIL S.A.;1;1;919660671;72337072;23903864;778676019;0;18508759;40249939;102136003;5218300
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;111838888;51640363;2569;34831629;0;31815257;37331680;16768884;5218300
202306;GO;ITA� UNIBANCO S.A.;1;1;41758616;41542834;634986;0;0;0;24574452;30854643;5218300
202306;GO;BCO BRADESCO S.A.;1;1;30591418;3474544;0;27113512;0;0;31441537;57571796;5218300
202306;GO;BCO DO BRASIL S.A.;1;1;213729780;21218465;3102533;180267719;0;4733576;5984185;5801811;5205901
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;145142945;20274762;99468;13515031;0;116928236;11321035;983663;5205901
202306;GO;ITA� UNIBANCO S.A.;1;1;10145920;9697403;616511;0;0;0;11303972;44261261;5205901
202306;GO;BCO DO BRASIL S.A.;1;1;331987737;29887783;3912856;262685867;2;13872021;36949678;106914973;5209101
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;289564534;62366469;86261;32706114;0;199297864;107707860;9401887;5209101
202306;GO;ITA� UNIBANCO S.A.;1;1;31313269;30567004;974002;0;0;0;19333586;34976605;5209101
202306;GO;BCO BRADESCO S.A.;1;1;22468095;2458477;0;20003035;0;0;24546612;41296503;5209101
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;82842273;33850917;2456503;53693054;0;0;7193388;50618355;5209101
202306;GO;BCO DO BRASIL S.A.;1;1;444311304;36430650;13147597;363573336;4;19839694;47219758;37813297;5213806
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;493442643;87904201;1872183;24307081;0;392618644;148077234;3771875;5213806
202306;GO;ITA� UNIBANCO S.A.;1;1;39437149;23237697;648048;15689811;0;0;20411030;21513345;5213806
202306;GO;BCO BRADESCO S.A.;1;1;2358928;1479488;0;870265;0;0;18266600;8906278;5213806
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;71489259;31435453;2027342;43722905;0;0;7640559;38999695;5213806
202306;GO;BCO DO BRASIL S.A.;1;1;429612626;45294502;20950004;338819119;1;11904374;27906911;28908080;5210109
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;124105008;36633425;33163;20665138;0;69662486;75021871;13452595;5210109
202306;GO;ITA� UNIBANCO S.A.;1;1;16106622;15771537;420272;0;0;0;20403094;12162519;5210109
202306;GO;BCO BRADESCO S.A.;1;1;7106777;591367;0;6515410;0;0;3015135;4279781;5210109
202306;GO;BCO DO BRASIL S.A.;1;1;193856966;16823808;1676531;167312917;0;3526161;15577817;6251870;5211008
202306;GO;BCO DO BRASIL S.A.;1;1;397870810;31009743;29889037;326524867;0;4382325;28529343;8888432;5219001
202306;GO;BCO BRADESCO S.A.;1;1;39746431;1576751;0;38169109;0;0;22275828;19406263;5219001
202306;GO;BCO DO BRASIL S.A.;1;1;118611714;26652930;11692736;69891285;2;3268555;19239147;21906826;5204300
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;107128632;30751607;1985;47716568;0;30940547;19296372;4554648;5204300
202306;GO;BCO DO BRASIL S.A.;1;1;256129557;38209753;13793545;195002578;0;3903043;21093674;27630582;5204904
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;112464262;31976239;159636;38598419;0;47062874;34212046;497207;5204904
202306;GO;ITA� UNIBANCO S.A.;1;1;19816649;19656451;358527;0;0;0;13486792;5283516;5204904
202306;GO;BCO BRADESCO S.A.;1;1;5526811;2900841;0;2625969;0;0;19245676;21558706;5204904
202306;GO;BCO DO BRASIL S.A.;1;1;159081923;17132567;2992648;132365972;0;2466329;9576092;7802814;5211701
202306;GO;ITA� UNIBANCO S.A.;1;1;12877776;12692212;271122;0;0;0;12547002;4066403;5216304
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;42455165;18663871;224345;4063309;0;21004925;17870547;6174304;5200100
202306;GO;ITA� UNIBANCO S.A.;1;1;15355959;15219440;258399;0;0;0;17511240;14932756;5200100
202306;GO;BCO DO BRASIL S.A.;1;1;185302858;34334153;7632142;109220435;25;22271409;58261243;20518768;5214507
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;266283024;41428574;21598;45084;0;235290796;29447809;7873118;5214507
202306;GO;ITA� UNIBANCO S.A.;1;1;26671150;25236711;1747840;0;0;0;23483443;17668769;5214507
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;26251177;20109036;6278987;3657624;0;0;881130;7305437;5214507
202306;GO;BCO DO BRASIL S.A.;1;1;542423077;19037433;4280769;509423404;74;4765101;24474782;11059332;5217203
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;188812567;20192952;8155886;136374297;0;28215614;14438915;4471080;5217203
202306;GO;ITA� UNIBANCO S.A.;1;1;9651453;9555579;225780;0;0;0;4249698;4404785;5217203
202306;GO;BCO BRADESCO S.A.;1;1;22178431;1695365;0;20460032;0;0;27209053;14746112;5217203
202306;GO;BCO DO BRASIL S.A.;1;1;298462894;64602183;12966627;199158824;388890;7538483;47650869;65541112;5217401
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;294939307;108624967;552736;64081039;0;129433774;128945675;10171488;5217401
202306;GO;ITA� UNIBANCO S.A.;1;1;31314905;30595451;880277;0;0;0;18275681;53352106;5217401
202306;GO;BCO BRADESCO S.A.;1;1;25563049;2903301;0;22648636;0;0;12896788;25412525;5217401
202306;GO;BCO DO BRASIL S.A.;1;1;288357794;41436125;12006880;225171485;0;3099763;40159960;13317035;5201306
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;66577317;28916978;42703;960069;0;38856913;38423048;3229183;5201306
202306;GO;ITA� UNIBANCO S.A.;1;1;16166077;15377470;878689;0;0;0;21415054;17075709;5201306
202306;GO;BCO BRADESCO S.A.;1;1;22962376;2234563;0;20704611;0;0;13226963;28813589;5201306
202306;GO;BCO DO BRASIL S.A.;1;1;293379388;21594589;2956001;260464756;0;3447756;38477517;7158617;5208509
202306;GO;BCO DO BRASIL S.A.;1;1;137268163;13697754;7613175;109961185;0;1566953;13807126;14261325;5203401
202306;GO;BCO DO BRASIL S.A.;36;36;12444502033;3665312898;2062001612;4325004459;8485002;1533561616;1659018349;3295044196;5208707
202306;GO;BRB - BCO DE BRASILIA S.A.;2;0;;;;;;;;;
202306;GO;CAIXA ECONOMICA FEDERAL;37;37;30046237012;4273252314;173518464;3683859414;0;19416656290;5293374840;11498880980;5208707
202306;GO;BANCO INTER;1;1;1;0;0;0;0;0;0;0;5208707
202306;GO;BCO ITA� BBA S.A.;1;1;13;0;0;0;0;0;0;0;5208707
202306;GO;BCO ABC BRASIL S.A.;1;1;0;0;0;0;0;0;0;0;5208707
202306;GO;BCO INDUSTRIAL DO BRASIL S.A.;1;1;297;0;0;0;0;0;0;0;5208707
202306;GO;BCO CITIBANK S.A.;1;1;266094702;0;266092161;0;0;0;0;0;5208707
202306;GO;BCO SAFRA S.A.;3;3;1653643973;782047527;423873918;413056324;0;0;0;0;5208707
202306;GO;ITA� UNIBANCO S.A.;33;33;3682081424;3438770789;158459441;73703508;0;0;2021174978;6534070326;5208707
202306;GO;BCO BRADESCO S.A.;17;17;952896562;216711816;0;735778320;0;0;853671923;4826279578;5208707
202306;GO;BCO SOFISA S.A.;1;1;342740843;266450738;69005484;7543170;0;28405;0;0;5208707
202306;GO;BCO BMG S.A.;1;1;53665648;22049629;0;0;0;0;0;0;5208707
202306;GO;BCO DAYCOVAL S.A;1;1;0;0;0;0;0;0;0;0;5208707
202306;GO;BCO SANTANDER (BRASIL) S.A.;17;17;1369148436;1203708810;136053973;239676039;17350;0;218025156;3118621124;5208707
202306;GO;BCO DO BRASIL S.A.;1;1;342254383;42151839;17967665;257041782;12;8597872;33040097;30295368;5208905
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;156086922;74666707;22845;5744906;0;81659273;81101962;8971394;5208905
202306;GO;ITA� UNIBANCO S.A.;1;1;20814529;20037864;874457;0;0;0;15884400;16221486;5208905
202306;GO;BCO BRADESCO S.A.;1;1;34065721;3307470;0;30755229;0;0;17015510;10986842;5208905
202306;GO;ITA� UNIBANCO S.A.;1;1;13424253;12894216;458932;0;0;0;10632809;8194452;5202502
202306;GO;BCO DO BRASIL S.A.;1;1;268861328;15935893;6032190;240482967;7;4588492;11826578;2937045;5219704
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;53668836;12716634;14523;15241394;0;27953791;22102692;758605;5219704
202306;GO;BCO BRADESCO S.A.;1;1;48707042;1383121;0;47262228;0;0;11010763;11049112;5219704
202306;GO;ITA� UNIBANCO S.A.;1;1;6192145;6041609;192835;0;0;0;19488915;7075632;5204003
202306;GO;BCO DO BRASIL S.A.;1;1;698202223;95321148;55612650;514280689;22114;15846398;60841689;28536077;5205406
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;168523300;46175703;100005;17393459;0;108909061;95267629;6325018;5205406
202306;GO;ITA� UNIBANCO S.A.;1;1;30159485;29500355;838945;0;0;0;33421299;32579348;5205406
202306;GO;BCO BRADESCO S.A.;1;1;33423808;2527714;0;30852629;0;0;18720166;34082764;5205406
202306;GO;BCO DO BRASIL S.A.;6;6;5966756017;544826891;270394875;4868840900;669;150965270;152498856;299699427;5218805
202306;GO;CAIXA ECONOMICA FEDERAL;4;4;1485626620;247093218;863770;249956461;0;1018514641;305255509;93638032;5218805
202306;GO;BCO RABOBANK INTL BRASIL S.A.;1;1;1550505623;46916785;1436175284;84856306;0;0;0;0;5218805
202306;GO;ITA� UNIBANCO S.A.;3;3;275275640;253198516;11804187;10646024;0;0;151400533;357376500;5218805
202306;GO;BCO BRADESCO S.A.;2;2;118285213;30850229;0;87420360;0;0;66461210;209469418;5218805
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;258910958;151765521;18760857;117895784;0;0;13732605;181657885;5218805
202306;GO;BCO DO BRASIL S.A.;1;1;664846193;75285382;12271183;557501563;0;9646510;20554445;25484704;5220603
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;211196672;44914620;4352019;62770234;0;102094460;97463924;6686394;5220603
202306;GO;ITA� UNIBANCO S.A.;1;1;26343309;22434377;973087;3152201;0;0;26359471;27486303;5220603
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;48032994;19217875;27793;371795;0;29756620;35201381;2876149;5209705
202306;GO;ITA� UNIBANCO S.A.;1;1;7804202;7784651;131864;0;0;0;12887615;8249367;5209705
202306;GO;BCO BRADESCO S.A.;1;1;4438272;1014112;0;3421643;0;0;26467181;22675055;5209705
202306;GO;BCO DO BRASIL S.A.;1;1;1221618930;84051988;51388166;1001056140;1;45223377;78445718;115821776;5208004
202306;GO;BRB - BCO DE BRASILIA S.A.;1;0;;;;;;;;;
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;756075564;181783419;703912;65910942;0;521537149;237149686;67483981;5208004
202306;GO;ITA� UNIBANCO S.A.;1;1;86954522;79912422;2425988;5212416;0;0;41503800;114791264;5208004
202306;GO;BCO BRADESCO S.A.;1;1;33230162;6185466;0;27043974;0;0;31388843;218891550;5208004
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;80751237;83896025;6402466;5118584;0;0;2195863;19841238;5208004
202306;GO;BCO DO BRASIL S.A.;1;1;149929472;17878405;8786318;120252683;0;632612;15125149;3456420;5206404
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;71157758;26747964;3510;12339179;0;34807110;16741610;122062;5206404
202306;GO;ITA� UNIBANCO S.A.;1;1;9043577;9072885;54572;0;0;0;7411860;7360379;5206404
202306;GO;BCO BRADESCO S.A.;1;1;21274349;2642842;0;18624784;0;0;19959049;23015736;5206404
202306;GO;BCO DO BRASIL S.A.;1;1;728159236;61614558;30128280;603605637;81;3898071;45632056;41079627;5206206
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;138699813;77389203;13983;13902151;0;53413200;41183598;15407984;5206206
202306;GO;ITA� UNIBANCO S.A.;1;1;23567811;22812707;949246;0;0;0;21494523;39560850;5206206
202306;GO;BCO BRADESCO S.A.;1;1;7884553;1777800;0;6095480;0;0;21734132;66228563;5206206
202306;GO;BCO DO BRASIL S.A.;1;1;91655705;14671353;6192559;62949528;9;4315821;27934274;1660551;5210604
202306;GO;BCO DO BRASIL S.A.;2;2;1033689585;357522791;142859956;454922665;620;38238843;104503466;195353313;5211503
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;975642271;166465113;4773829;33069589;0;804035396;274135803;34464318;5211503
202306;GO;ITA� UNIBANCO S.A.;1;1;169989918;166388562;4607611;0;0;0;97029046;172665753;5211503
202306;GO;BCO BRADESCO S.A.;1;1;27148814;12666457;0;14479906;0;0;48620234;108177332;5211503
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;95914048;78047906;9709328;21500488;0;0;21561965;87273826;5211503
202306;GO;BCO DO BRASIL S.A.;1;1;593472881;80626194;8259200;348740411;29;128940419;51452911;65621590;5212501
202306;GO;BRB - BCO DE BRASILIA S.A.;1;0;;;;;;;;;
202306;GO;CAIXA ECONOMICA FEDERAL;2;2;874516284;193445374;1087856;46446970;0;686571205;196952305;52288842;5212501
202306;GO;ITA� UNIBANCO S.A.;1;1;95713954;93428102;3227678;0;0;0;71124389;82542935;5212501
202306;GO;BCO BRADESCO S.A.;1;1;10577479;4850472;0;5693186;0;0;25137832;49759341;5212501
202306;GO;BCO SANTANDER (BRASIL) S.A.;1;1;8165306;7574628;1069484;222428;0;0;246363;4040982;5212501
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;39895398;16149233;47668;2721779;0;22632233;14296956;1499755;5216809
202306;GO;ITA� UNIBANCO S.A.;1;1;9810477;9838473;110804;0;0;0;15725659;12440961;5216809
202306;GO;BCO DO BRASIL S.A.;1;1;149007978;16486431;1963613;123516920;0;3040633;20060832;7374964;5207808
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;85976581;31036599;205255;18494379;0;38206911;17252788;5972662;5207808
202306;GO;ITA� UNIBANCO S.A.;1;1;9359646;9278369;150283;0;0;0;8564332;7484616;5207808
202306;GO;BCO DO BRASIL S.A.;1;1;453975102;47502092;24311832;360479620;10;9810819;36917721;32065900;5217708
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;77676969;23473407;60608;6618003;0;49435520;27803615;9808521;5217708
202306;GO;ITA� UNIBANCO S.A.;1;1;18569159;18274450;456420;0;0;0;14732214;17466297;5217708
202306;GO;BCO BRADESCO S.A.;1;1;56443050;2139434;0;54303176;0;0;35732841;43336654;5217708
202306;GO;ITA� UNIBANCO S.A.;1;1;15083102;14307741;889917;0;0;0;24441071;19213224;5215009
202306;GO;BCO DO BRASIL S.A.;1;1;647924561;99261970;78801462;434593939;201;18079855;39482405;20769923;5221601
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;287706328;77146658;2105549;66248429;0;147669917;130612843;44834579;5221601
202306;GO;ITA� UNIBANCO S.A.;1;1;25580282;25274847;541246;0;0;0;15513301;16128651;5221601
202306;GO;BCO BRADESCO S.A.;1;1;88218512;8332659;0;79860248;0;0;15006131;32468814;5221601
202306;GO;BCO DO BRASIL S.A.;1;1;838239376;87190408;45831583;680780961;0;7168710;30448771;17842822;5210406
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;255497139;60236075;31129;61830630;0;138094311;138652843;5826461;5210406
202306;GO;ITA� UNIBANCO S.A.;1;1;27284268;26409560;1165389;0;0;0;17497450;21018467;5210406
202306;GO;BCO BRADESCO S.A.;1;1;37684451;5055236;0;32623997;0;0;17506926;40934776;5210406
202306;GO;BCO DO BRASIL S.A.;1;1;534982483;83826948;49558002;367138324;0;18761104;45518668;28097421;5212204
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;135688733;38907437;35948;6690807;0;94201298;92295202;4961971;5212204
202306;GO;ITA� UNIBANCO S.A.;1;1;20210967;19507709;835727;0;0;0;12122339;21461570;5212204
202306;GO;BCO BRADESCO S.A.;1;1;29577947;2358020;0;27184542;0;0;17637926;26829291;5212204
202306;GO;BCO DO BRASIL S.A.;1;1;500561410;52793687;10468272;362988431;48;18112384;51854679;59612530;5219308
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;247346798;62988925;4264;67414676;0;121264069;108579923;5767260;5219308
202306;GO;ITA� UNIBANCO S.A.;1;1;38746497;37720846;1302805;0;0;0;17484716;31248392;5219308
202306;GO;BCO BRADESCO S.A.;1;1;15634300;1952508;0;13681675;0;0;17316219;23363119;5219308
202306;GO;BCO DO BRASIL S.A.;1;1;512987221;51419746;28266133;422846619;0;3031386;16380224;43636922;5220207
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;287887894;54936341;225058;158045999;0;78607185;71112568;5966250;5220207
202306;GO;ITA� UNIBANCO S.A.;1;1;11613756;11282803;434684;0;0;0;6636369;6114411;5220207
202306;GO;BCO BRADESCO S.A.;1;1;37770161;2605416;0;35161089;0;0;10110218;31857498;5220207
202306;GO;BCO DO BRASIL S.A.;1;1;228520971;19012636;1862198;200399601;0;2287790;18493387;4488726;5207600
202306;GO;BCO DO BRASIL S.A.;1;1;130294177;40287217;20065818;61496009;0;3328541;17478252;15095039;5220405
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;60608033;28041084;173751;212926;0;34806940;16486128;495216;5220405
202306;GO;ITA� UNIBANCO S.A.;1;1;17079766;17161560;169344;0;0;0;9808989;7198502;5220405
202306;GO;BCO BRADESCO S.A.;1;1;11832703;1871517;0;9960304;0;0;19789465;12803543;5220405
202306;GO;BCO DO BRASIL S.A.;1;1;151693169;12693040;2732369;130768722;0;2348145;36918550;8468032;5204706
202306;GO;CAIXA ECONOMICA FEDERAL;1;1;52261196;25036131;53799;3445355;0;15693987;32406799;7872994;5204706
202306;GO;BCO BRADESCO S.A.;1;1;15155613;1617028;0;13537352;0;0;13485275;27549948;5204706
202306;GO;BCO DO BRASIL S.A.;1;1;127968899;25153874;2105275;90382346;10;4021875;11776884;15673850;5204102
